Dataset,LineId,Time,Level,Content,EventId,EventTemplate
HDFS,1775,81640,INFO,Received block blk_427477290315080955 of size 67108864 from /10.251.123.132,E11,Received block blk_<*> of size <*> from /<*>
HDFS,194,11001,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1011,220909,INFO,Deleting block blk_-1263913006422225885 file /mnt/hadoop/dfs/data/current/subdir2/blk_-1263913006422225885,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,1081,225056,INFO,Receiving block blk_6245594177708848366 src: /10.250.15.198:46793 dest: /10.250.15.198:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1425,45430,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.214:50010 is added to blk_4893049344332234616 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,187,10759,INFO,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,1901,91733,INFO,BLOCK* ask 10.251.126.5:50010 to delete  blk_-9016567407076718172 blk_-8695715290502978219 blk_-7168328752988473716 blk_-4355192005224403537 blk_-3757501769775889193 blk_-154600013573668394 blk_167132135416677587 blk_2654596473569751784 blk_5202581916713319258,E4,BLOCK* ask <*>:<*> to delete  blk_<*>
HDFS,1840,85620,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.79:50010 is added to blk_-2895171018912807248 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,128,234605,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4585055992495043771 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1324,41534,INFO,Receiving block blk_-7727864185516010230 src: /10.251.43.192:36039 dest: /10.251.43.192:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,592,114119,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-2402036602753320612 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1698,74955,INFO,PacketResponder 0 for block blk_-6525012344542022819 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,264,15340,INFO,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001661_0/part-01661. blk_-1674094254141559552,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,1392,44624,INFO,Deleting block blk_-6053005391233809507 file /mnt/hadoop/dfs/data/current/subdir27/blk_-6053005391233809507,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,589,114005,INFO,PacketResponder 1 for block blk_4967492069970766092 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1995,101455,INFO,Receiving block blk_2583125615128303019 src: /10.251.71.97:54431 dest: /10.251.71.97:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,990,220648,INFO,BLOCK* NameSystem.delete: blk_-4385347171136037814 is added to invalidSet of 10.251.67.113:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,1545,63514,INFO,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_3776895047834644694,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,278,15959,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-8077373411465716253 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1053,223311,INFO,Receiving block blk_4599950495841528213 src: /10.251.194.102:59433 dest: /10.251.194.102:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,958,214907,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_5574898547439146021 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1315,41111,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-1332315107905285608 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1488,54342,INFO,PacketResponder 0 for block blk_-1067234447809438340 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1686,73914,INFO,Received block blk_-7380871572601322244 of size 67108864 from /10.251.121.224,E11,Received block blk_<*> of size <*> from /<*>
HDFS,621,120103,INFO,PacketResponder 2 for block blk_-5321676321043683563 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1819,84322,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.207:50010 is added to blk_2119401975697524206 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1818,84233,INFO,PacketResponder 1 for block blk_7901008236334420364 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1883,90207,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.161:50010 is added to blk_-3724350946705225881 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1573,65225,INFO,BLOCK* NameSystem.delete: blk_-719470845056640928 is added to invalidSet of 10.251.90.64:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,372,103032,INFO,BLOCK* NameSystem.delete: blk_2576408434603492552 is added to invalidSet of 10.251.106.37:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,1583,65404,INFO,PacketResponder 1 for block blk_2016964533702776852 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1352,43746,INFO,Receiving block blk_2737505352081488746 src: /10.251.194.245:52516 dest: /10.251.194.245:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1750,75957,INFO,Deleting block blk_6163400028286940197 file /mnt/hadoop/dfs/data/current/subdir7/blk_6163400028286940197,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,684,125914,WARN,10.250.13.188:50010:Got exception while serving blk_73389299186801686 to /10.251.123.33:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
HDFS,1767,81029,INFO,Received block blk_1600228140214754078 of size 67108864 from /10.251.90.81,E11,Received block blk_<*> of size <*> from /<*>
HDFS,1325,41701,INFO,PacketResponder 2 for block blk_-4779205255695723216 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,465,103557,INFO,Deleting block blk_-8588908000680498 file /mnt/hadoop/dfs/data/current/subdir21/blk_-8588908000680498,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,1957,95632,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_-6945615463687647586 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1510,61534,INFO,PacketResponder 2 for block blk_-615578808743808725 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,609,115202,INFO,Receiving block blk_-2746863406163228797 src: /10.251.39.160:35642 dest: /10.251.39.160:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,72,213510,INFO,PacketResponder 0 for block blk_9093049293972551787 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1675,73314,INFO,Receiving block blk_5216491057643255876 src: /10.251.105.189:55126 dest: /10.251.105.189:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1729,75759,INFO,Deleting block blk_-4352313989800650828 file /mnt/hadoop/dfs/data/current/subdir56/blk_-4352313989800650828,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,1394,44630,INFO,Deleting block blk_-4311652947826112510 file /mnt/hadoop/dfs/data/current/subdir57/blk_-4311652947826112510,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,1514,61713,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_1129715194117079802 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,625,120247,INFO,Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,832,210147,INFO,BLOCK* NameSystem.delete: blk_9085898147979939648 is added to invalidSet of 10.251.67.225:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,1638,71331,INFO,Received block blk_-1522107359378428427 of size 67108864 from /10.251.125.174,E11,Received block blk_<*> of size <*> from /<*>
HDFS,575,112516,INFO,Receiving block blk_8235751201501175836 src: /10.250.11.194:37449 dest: /10.250.11.194:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1062,224059,INFO,PacketResponder 2 for block blk_5262186175243998904 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,472,103621,INFO,Deleting block blk_153508158653341141 file /mnt/hadoop/dfs/data/current/subdir50/blk_153508158653341141,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,1329,42009,INFO,PacketResponder 1 for block blk_1927336911952959118 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1893,91200,INFO,BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_000480_0/part-00480. blk_-5613694521084380933,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,1172,23304,INFO,Deleting block blk_4713539908695785630 file /mnt/hadoop/dfs/data/current/subdir39/blk_4713539908695785630,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,60,212338,INFO,Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,E11,Received block blk_<*> of size <*> from /<*>
HDFS,525,105456,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_-3663004104512304532 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,404,103114,INFO,BLOCK* NameSystem.delete: blk_358331073189608564 is added to invalidSet of 10.251.67.225:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,115,233753,INFO,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1227,30958,INFO,Receiving block blk_3016571528120363023 src: /10.251.194.102:60235 dest: /10.251.194.102:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1661,72857,INFO,Received block blk_2253084440592362960 of size 67108864 from /10.251.199.19,E11,Received block blk_<*> of size <*> from /<*>
HDFS,376,103037,INFO,BLOCK* NameSystem.delete: blk_-1331750856499198500 is added to invalidSet of 10.251.38.53:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,266,15432,INFO,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001630_0/part-01630. blk_-8645365827804358878,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,1777,81847,INFO,Receiving block blk_1512136249403454074 src: /10.250.7.244:47958 dest: /10.250.7.244:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,275,15759,INFO,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001840_0/part-01840. blk_4210124392039605712,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,1758,80329,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_-2843780069100181052 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,54,211918,INFO,PacketResponder 1 for block blk_4886940526690879848 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,389,103054,INFO,BLOCK* NameSystem.delete: blk_2149728827322918746 is added to invalidSet of 10.250.11.194:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,449,103442,INFO,Deleting block blk_-7096508472270520039 file /mnt/hadoop/dfs/data/current/subdir20/blk_-7096508472270520039,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,1207,30015,INFO,Receiving block blk_-1868325377308234190 src: /10.251.42.207:50666 dest: /10.251.42.207:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,459,103548,INFO,Deleting block blk_830855781964014378 file /mnt/hadoop/dfs/data/current/subdir48/blk_830855781964014378,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,31,210037,INFO,Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1098,230457,INFO,PacketResponder 2 for block blk_-4325209272072286951 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1616,70246,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.134:50010 is added to blk_-3184700311670257792 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,300,35357,INFO,10.251.71.97:50010 Served block blk_5454332143498402824 to /10.250.15.67,E1,<*>:<*> Served block blk_<*> to /<*>
HDFS,1769,81145,INFO,Receiving block blk_-7227576651324043655 src: /10.251.107.227:40740 dest: /10.251.107.227:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1887,90246,INFO,Deleting block blk_-4941547144875557718 file /mnt/hadoop/dfs/data/current/subdir61/blk_-4941547144875557718,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,795,175934,WARN,10.251.107.50:50010:Got exception while serving blk_-4737948505610037427 to /10.251.75.79:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
HDFS,215,12522,INFO,PacketResponder 1 for block blk_-5569558931000121451 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,312,70347,INFO,10.250.10.6:50010 Served block blk_1598414622053793245 to /10.251.90.239,E1,<*>:<*> Served block blk_<*> to /<*>
HDFS,437,103343,INFO,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000206_0/part-00206. blk_-2230892279625104430,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,331,81515,WARN,10.251.31.5:50010:Got exception while serving blk_6332892729727950039 to /10.251.123.1:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
HDFS,1332,42100,INFO,Receiving block blk_-2506231977021079951 src: /10.251.31.160:57634 dest: /10.251.31.160:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1309,40728,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_5570475465835003801 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1534,63138,INFO,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001529_0/part-01529. blk_-826920518336899809,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,1128,20752,INFO,10.251.125.237:50010 Served block blk_-309134958179110212 to /10.251.125.237,E1,<*>:<*> Served block blk_<*> to /<*>
HDFS,691,131806,WARN,10.251.26.177:50010:Got exception while serving blk_3848747149919646864 to /10.251.125.174:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
HDFS,727,144546,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_7838843222458775811 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1424,45252,INFO,PacketResponder 2 for block blk_-4578850505370039622 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,408,103127,INFO,BLOCK* NameSystem.delete: blk_-6640779266188771131 is added to invalidSet of 10.251.126.83:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,289,20458,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_4984720043834039361 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,599,114354,INFO,Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1152,23139,INFO,Deleting block blk_-7106479503467535906 file /mnt/hadoop/dfs/data/current/subdir32/blk_-7106479503467535906,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,371,103030,INFO,BLOCK* NameSystem.delete: blk_7177118590277025973 is added to invalidSet of 10.251.121.224:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,1999,101954,INFO,PacketResponder 0 for block blk_5225719677049010638 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,34,210458,INFO,Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,687,130558,INFO,10.251.39.192:50010 Served block blk_6338761369201338121 to /10.251.90.81,E1,<*>:<*> Served block blk_<*> to /<*>
HDFS,959,215003,INFO,Received block blk_2474460483915499078 of size 67108864 from /10.251.195.52,E11,Received block blk_<*> of size <*> from /<*>
HDFS,252,14536,INFO,PacketResponder 2 for block blk_4404895858852856851 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,445,103430,INFO,Deleting block blk_-4368236874477798428 file /mnt/hadoop/dfs/data/current/subdir33/blk_-4368236874477798428,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,253,14727,INFO,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001597_0/part-01597. blk_-591552904934794824,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,602,114454,INFO,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-4139299269696044017,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
HDFS,1418,44855,INFO,Deleting block blk_9081834782322008396 file /mnt/hadoop/dfs/data/current/subdir40/blk_9081834782322008396,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,119,234027,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,637,121136,INFO,Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1841,85634,INFO,Receiving block blk_-5892603381347650390 src: /10.250.14.143:57484 dest: /10.250.14.143:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,813,210123,INFO,BLOCK* NameSystem.delete: blk_3652427357251545055 is added to invalidSet of 10.250.10.223:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,1981,101115,INFO,PacketResponder 0 for block blk_712730845180531820 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1120,4102,WARN,10.251.214.175:50010:Got exception while serving blk_481857539063371482 to /10.251.105.189:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
HDFS,1565,65211,INFO,BLOCK* NameSystem.delete: blk_5580254744888391593 is added to invalidSet of 10.251.201.204:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,1888,90339,INFO,PacketResponder 2 for block blk_6791628131402590260 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,712,143613,INFO,Receiving block blk_-3486808304671603275 src: /10.251.30.85:37518 dest: /10.251.30.85:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1422,45222,INFO,Receiving block blk_2380775154966815858 src: /10.251.107.50:33333 dest: /10.251.107.50:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1745,75914,INFO,Deleting block blk_1838564958520120941 file /mnt/hadoop/dfs/data/current/subdir39/blk_1838564958520120941,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,1,203615,INFO,PacketResponder 1 for block blk_38865049064139660 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,294,23456,WARN,10.251.67.225:50010:Got exception while serving blk_-6900989714336081087 to /10.251.25.237:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
HDFS,329,81054,WARN,10.251.90.239:50010:Got exception while serving blk_-8679916835272129336 to /10.250.15.198:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
HDFS,1964,95840,INFO,Received block blk_6446927133528675675 of size 67108864 from /10.251.39.209,E11,Received block blk_<*> of size <*> from /<*>
HDFS,1936,94319,INFO,Received block blk_-5785220384376578831 of size 67108864 from /10.251.203.80,E11,Received block blk_<*> of size <*> from /<*>
HDFS,641,121248,INFO,Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1423,45224,INFO,Received block blk_3777389444004341563 of size 67108864 from /10.251.214.175,E11,Received block blk_<*> of size <*> from /<*>
HDFS,490,103743,INFO,Deleting block blk_7090935285617451450 file /mnt/hadoop/dfs/data/current/subdir60/blk_7090935285617451450,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,1229,31143,INFO,Receiving block blk_-7526023914950151999 src: /10.250.5.161:48457 dest: /10.250.5.161:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1150,23039,INFO,BLOCK* NameSystem.delete: blk_1275198635723397883 is added to invalidSet of 10.251.202.134:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
HDFS,1041,222529,INFO,PacketResponder 0 for block blk_-5610308397633191834 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,1215,30300,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-7637577152926063076 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,890,210608,INFO,Deleting block blk_6499414220139660338 file /mnt/hadoop/dfs/data/current/subdir59/blk_6499414220139660338,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,1104,230628,INFO,PacketResponder 0 for block blk_-1250775350296476256 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,671,123309,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1905,92023,INFO,Receiving block blk_465845235850106928 src: /10.251.70.112:39499 dest: /10.251.70.112:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,587,113952,INFO,Received block blk_-7029628814943626474 of size 67108864 from /10.250.7.230,E11,Received block blk_<*> of size <*> from /<*>
HDFS,1285,35152,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_5953577136151423920 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,37,210656,INFO,Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83,E11,Received block blk_<*> of size <*> from /<*>
HDFS,1447,51128,INFO,Received block blk_-2935178173527646581 of size 67108864 from /10.251.65.237,E11,Received block blk_<*> of size <*> from /<*>
HDFS,874,210532,INFO,Deleting block blk_22457656256024207 file /mnt/hadoop/dfs/data/current/subdir33/blk_22457656256024207,E9,Deleting block blk_<*> file /<*>/blk_<*>
HDFS,790,173657,INFO,Verification succeeded for blk_2904134648927436267,E14,Verification succeeded for blk_<*>
HDFS,1123,12254,WARN,10.250.7.32:50010:Got exception while serving blk_-1508527605812345693 to /10.251.74.192:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
HDFS,1483,54004,INFO,Received block blk_-997605125898553536 of size 67108864 from /10.251.30.179,E11,Received block blk_<*> of size <*> from /<*>
HDFS,1103,230627,INFO,PacketResponder 1 for block blk_7627900514276120558 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,746,145749,INFO,Received block blk_-5633587983998853189 of size 67108864 from /10.251.73.220,E11,Received block blk_<*> of size <*> from /<*>
HDFS,1809,83839,INFO,PacketResponder 2 for block blk_4786794545180705888 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,40,210801,INFO,Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,1028,221803,INFO,Received block blk_4231049049582051919 of size 28496610 from /10.250.19.227,E11,Received block blk_<*> of size <*> from /<*>
HDFS,262,15031,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_-1635752698830216319 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,729,144643,INFO,Received block blk_-3620767662957963389 of size 67108864 from /10.251.203.179,E11,Received block blk_<*> of size <*> from /<*>
HDFS,1560,64835,INFO,Receiving block blk_8201813022998766557 src: /10.251.203.4:51404 dest: /10.251.203.4:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
HDFS,83,214919,INFO,10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70,E1,<*>:<*> Served block blk_<*> to /<*>
HDFS,1060,223854,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-5927343391895571936 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
HDFS,1475,53347,INFO,Received block blk_8902425017314766082 of size 67108864 from /10.251.26.131,E11,Received block blk_<*> of size <*> from /<*>
HDFS,1617,70258,INFO,PacketResponder 1 for block blk_5114572025256210948 terminating,E10,PacketResponder <*> for block blk_<*> terminating
HDFS,428,103257,INFO,Deleting block blk_-8898274302731129139 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8898274302731129139,E9,Deleting block blk_<*> file /<*>/blk_<*>
